pregunta;descripcionpregunta;valorpregunta;descripcionvalorpregunta
P_56;Tiene limitaciones permanentes para: Relacionarse con los demás por problemas mentales o emocionales;2;No
P_57;Presenta Síndrome de Down;-99;No responde
P_57;Presenta Síndrome de Down;-98;No sabe
P_57;Presenta Síndrome de Down;1;Sí
P_57;Presenta Síndrome de Down;2;No
P_58;¿Cuántos hijos nacidos vivos ha tenido, en toda su vida?;-99;No responde
P_58;¿Cuántos hijos nacidos vivos ha tenido, en toda su vida?;-88;No aplica
P_59;¿De ellos, cuántos fueron Hombres?;-99;No responde
P_59;¿De ellos, cuántos fueron Hombres?;-88;No aplica
P_60;¿Y cuántas eran Mujeres?;-99;No responde
P_60;¿Y cuántas eran Mujeres?;-88;No aplica
P_61;De los hijos(as) que nacieron vivos ¿cuántos están VIVOS ACTUALMENTE?;-99;No responde
P_61;De los hijos(as) que nacieron vivos ¿cuántos están VIVOS ACTUALMENTE?;-88;No aplica
P_62;Y de ellos, ¿cuántos son Hombres?;-99;No responde
P_62;Y de ellos, ¿cuántos son Hombres?;-88;No aplica
P_63;¿Y cuántas son Mujeres?;-99;No responde
P_63;¿Y cuántas son Mujeres?;-88;No aplica
P_64_1;¿En qué año tuvo su último hijo nacido vivo?;-99;No responde
P_64_1;¿En qué año tuvo su último hijo nacido vivo?;-98;No sabe
P_64_1;¿En qué año tuvo su último hijo nacido vivo?;-88;No aplica
P_64_2;¿En qué mes tuvo su último hijo nacido vivo?;-99;No responde
P_64_2;¿En qué mes tuvo su último hijo nacido vivo?;-98;No sabe
P_64_2;¿En qué mes tuvo su último hijo nacido vivo?;-88;No aplica
P_65;De los hijos(as) que nacieron vivos en el último año ¿Cuántos están REGISTRADOS?;-99;No responde
P_65;De los hijos(as) que nacieron vivos en el último año ¿Cuántos están REGISTRADOS?;-98;No sabe
P_65;De los hijos(as) que nacieron vivos en el último año ¿Cuántos están REGISTRADOS?;-88;No aplica
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;-99;No responde
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;-98;No sabe
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;1;Es contributivo cotizante. Tiene EPS.
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;2;Beneficiario del régimen contributivo.
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;3;Subsidiado, tiene EPS - Subsidiada
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;4;Régimen especial: (FFAA, ECOPETROL y magisterio)
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;5;Beneficiario del Régimen especial
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;6;No está afiliado y está identificado en el SISBEN
P_66;¿Qué tipo de afiliación al sistema de seguridad social en salud tienen los miembros de su familia?;7;No está afiliado y no está identificado en el SISBEN
P_67;Tiene Afiliación al sistema de pensiones, como cotizante;-99;No responde
P_67;Tiene Afiliación al sistema de pensiones, como cotizante;-98;No sabe
P_67;Tiene Afiliación al sistema de pensiones, como cotizante;-88;No aplica
P_67;Tiene Afiliación al sistema de pensiones, como cotizante;1;Si está afiliado
P_67;Tiene Afiliación al sistema de pensiones, como cotizante;2;No está afiliado
P_68;Afiliación a una Administradora de Riesgos Profesionales (ARP);-99;No responde
P_68;Afiliación a una Administradora de Riesgos Profesionales (ARP);-98;No sabe
P_68;Afiliación a una Administradora de Riesgos Profesionales (ARP);-88;No aplica
P_68;Afiliación a una Administradora de Riesgos Profesionales (ARP);1;Si está afiliado
P_68;Afiliación a una Administradora de Riesgos Profesionales (ARP);2;No está afiliado
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];-99;No responde
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];-88;No aplica
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];1;Trabajando
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];2;Buscando Trabajo
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];3;Estudiando
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];4;Oficios del Hogar
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];5;Rentista
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];6;Jubilado-Pensionado
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];7;Otra Actividad
P_69;¿En qué actividad ocupó la mayor parte del tiempo la semana pasada? [la predominante];8;Incapacitado permanente para trabajar.
P_70;Además de lo anterior, ¿realizó la semana pasada alguna actividad paga por una hora o más?;-99;No responde
P_70;Además de lo anterior, ¿realizó la semana pasada alguna actividad paga por una hora o más?;-98;No sabe
P_70;Además de lo anterior, ¿realizó la semana pasada alguna actividad paga por una hora o más?;-88;No aplica
P_70;Además de lo anterior, ¿realizó la semana pasada alguna actividad paga por una hora o más?;1;Si
P_70;Además de lo anterior, ¿realizó la semana pasada alguna actividad paga por una hora o más?;2;No
P_71;Aunque no trabajó la semana pasada por una hora o más en forma remunerada, tenía durante esa semana algún trabajo o negocio por el que recibe ingresos?;-99;No responde
P_71;Aunque no trabajó la semana pasada por una hora o más en forma remunerada, tenía durante esa semana algún trabajo o negocio por el que recibe ingresos?;-98;No sabe
P_71;Aunque no trabajó la semana pasada por una hora o más en forma remunerada, tenía durante esa semana algún trabajo o negocio por el que recibe ingresos?;-88;No aplica
P_71;Aunque no trabajó la semana pasada por una hora o más en forma remunerada, tenía durante esa semana algún trabajo o negocio por el que recibe ingresos?;1;Si
P_71;Aunque no trabajó la semana pasada por una hora o más en forma remunerada, tenía durante esa semana algún trabajo o negocio por el que recibe ingresos?;2;No
P_72;Trabajó la semana pasada en un negocio familiar por una hora o más, sin que le pagaran?;-99;No responde
P_72;Trabajó la semana pasada en un negocio familiar por una hora o más, sin que le pagaran?;-98;No sabe
P_72;Trabajó la semana pasada en un negocio familiar por una hora o más, sin que le pagaran?;-88;No aplica
P_72;Trabajó la semana pasada en un negocio familiar por una hora o más, sin que le pagaran?;1;Si
P_72;Trabajó la semana pasada en un negocio familiar por una hora o más, sin que le pagaran?;2;No
P_73;En las últimas 4 semanas ¿hizo alguna diligencia para conseguir trabajo o instalar un negocio?;-99;No responde
P_73;En las últimas 4 semanas ¿hizo alguna diligencia para conseguir trabajo o instalar un negocio?;-98;No sabe
P_73;En las últimas 4 semanas ¿hizo alguna diligencia para conseguir trabajo o instalar un negocio?;-88;No aplica
P_73;En las últimas 4 semanas ¿hizo alguna diligencia para conseguir trabajo o instalar un negocio?;1;Si
P_73;En las últimas 4 semanas ¿hizo alguna diligencia para conseguir trabajo o instalar un negocio?;2;No
P_74;Desea conseguir un trabajo remunerado o instalar un negocio?;-99;No responde
P_74;Desea conseguir un trabajo remunerado o instalar un negocio?;-98;No sabe
P_74;Desea conseguir un trabajo remunerado o instalar un negocio?;-88;No aplica
P_74;Desea conseguir un trabajo remunerado o instalar un negocio?;1;Si
P_74;Desea conseguir un trabajo remunerado o instalar un negocio?;2;No
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;-99;No responde
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;-98;No sabe
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;-88;No aplica
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;-77;Otro
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;1;Ya encontró trabajo
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;2;No hay trabajo disponible en la ciudad
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;3;Está esperando que lo llamen
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;4;No sabe cómo buscarlo
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;5;Está cansado de buscar
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;6;No encuentra trabajo en su oficio o profesión
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;7;Está esperando la temporada alta
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;8;Carece de la experiencia necesaria
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;9;No tiene recursos para instalar un negocio
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;10;Los empleadores lo consideran muy joven o muy viejo
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;11;Usted se considera muy joven o muy viejo
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;12;Responsabilidades familiares o embarazo
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;13;Problemas de salud
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;14;Está estudiando
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;15;Prestar servicio militar o en la policía
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;16;Por estar viajando o planeando un viaje
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;17;Por Ocuparse de las labores del hogar
P_75;Aunque desea trabajar por qué motivo principal no hizo diligencias en las últimas 4 semanas?;18;El ambiente de violencia le impidió salir
P_76;Durante los últimos 12 meses. Trabajó por lo menos dos semanas consecutivas?;-99;No responde
P_76;Durante los últimos 12 meses. Trabajó por lo menos dos semanas consecutivas?;-98;No sabe
P_76;Durante los últimos 12 meses. Trabajó por lo menos dos semanas consecutivas?;-88;No aplica
P_76;Durante los últimos 12 meses. Trabajó por lo menos dos semanas consecutivas?;1;Si
P_76;Durante los últimos 12 meses. Trabajó por lo menos dos semanas consecutivas?;2;No
P_77;Después de su último empleo, ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-99;No responde
P_77;Después de su último empleo, ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-98;No sabe
P_77;Después de su último empleo, ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-88;No aplica
P_77;Después de su último empleo, ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;1;Si
P_77;Después de su último empleo, ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;2;No
P_78;Durante los últimos 12 meses (últimas 52 semanas)  ¿Ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-99;No responde
P_78;Durante los últimos 12 meses (últimas 52 semanas)  ¿Ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-98;No sabe
P_78;Durante los últimos 12 meses (últimas 52 semanas)  ¿Ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;-88;No aplica
P_78;Durante los últimos 12 meses (últimas 52 semanas)  ¿Ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;1;Si
P_78;Durante los últimos 12 meses (últimas 52 semanas)  ¿Ha hecho alguna diligencia para conseguir trabajo o instalar un negocio?;2;No
P_79;Cuántos meses hace que dejó de buscar trabajo por última vez?;-99;No responde
P_79;Cuántos meses hace que dejó de buscar trabajo por última vez?;-98;No sabe
P_79;Cuántos meses hace que dejó de buscar trabajo por última vez?;-88;No aplica
P_80;Si le hubiera resultado algún trabajo, ¿estaba disponible la semana pasada para empezar a trabajar?;-99;No responde
P_80;Si le hubiera resultado algún trabajo, ¿estaba disponible la semana pasada para empezar a trabajar?;-98;No sabe
P_80;Si le hubiera resultado algún trabajo, ¿estaba disponible la semana pasada para empezar a trabajar?;-88;No aplica
P_80;Si le hubiera resultado algún trabajo, ¿estaba disponible la semana pasada para empezar a trabajar?;1;Si
P_80;Si le hubiera resultado algún trabajo, ¿estaba disponible la semana pasada para empezar a trabajar?;2;No
P_81;¿Cuántos meses (número) lleva trabajando en esa empresa o de forma independiente?;-99;No responde
P_81;¿Cuántos meses (número) lleva trabajando en esa empresa o de forma independiente?;-98;No sabe
P_81;¿Cuántos meses (número) lleva trabajando en esa empresa o de forma independiente?;-88;No aplica
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;-99;No Responde
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;-98;No Sabe
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;-88;No aplica
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;-77;Otro Pais
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;05;ANTIOQUIA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;08;ATLANTICO
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;11;BOGOTA D.C.
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;13;BOLIVAR
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;15;BOYACA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;17;CALDAS
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;18;CAQUETA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;19;CAUCA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;20;CESAR
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;23;CORDOBA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;25;CUNDINAMARCA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;27;CHOCO
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;41;HUILA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;44;LA GUAJIRA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;47;MAGDALENA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;50;META
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;52;NARIÑO
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;54;NORTE DE SANTANDER
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;63;QUINDIO
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;66;RISARALDA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;68;SANTANDER
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;70;SUCRE
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;73;TOLIMA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;76;VALLE DEL CAUCA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;81;ARAUCA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;85;CASANARE
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;86;PUTUMAYO
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;88;SAN ANDRES
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;91;AMAZONAS
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;94;GUAINIA
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;95;GUAVIARE
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;97;VAUPES
P_82_1;¿En dónde está ubicada la empresa donde realiza su empleo principal? Departamento;99;VICHADA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;-99;No responde
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;-98;No sabe
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;-88;No aplica
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05001;MEDELLIN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05002;ABEJORRAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05004;ABRIAQUÍ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05021;ALEJANDRÍA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05030;AMAGÁ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05031;AMALFI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05034;ANDES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05036;ANGELÓPOLIS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05038;ANGOSTURA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05040;ANORÍ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05042;SANTAFÉ DE ANTIOQUIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05044;ANZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05045;APARTADÓ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05051;ARBOLETES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05055;ARGELIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05059;ARMENIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05079;BARBOSA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05086;BELMIRA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05088;BELLO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05091;BETANIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05093;BETULIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05101;CIUDAD BOLÍVAR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05107;BRICEÑO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05113;BURITICÁ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05120;CÁCERES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05125;CAICEDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05129;CALDAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05134;CAMPAMENTO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05138;CAÑASGORDAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05142;CARACOLI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05145;CARAMANTA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05147;CAREPA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05148;EL CARMEN DE VIBORAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05150;CAROLINA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05154;CAUCASIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05172;CHIGORODO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05190;CISNEROS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05197;COCORNA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05206;CONCEPCION
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05209;CONCORDIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05212;COPACABANA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05234;DABEIBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05237;DON MATIAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05240;EBEJICO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05250;EL BAGRE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05264;ENTRERRIOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05266;ENVIGADO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05282;FREDONIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05284;FRONTINO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05306;GIRALDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05308;GIRARDOTA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05310;GOMEZ PLATA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05313;GRANADA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05315;GUADALUPE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05318;GUARNE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05321;GUATAPE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05347;HELICONIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05353;HISPANIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05360;ITAGUI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05361;ITUANGO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05364;JARDIN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05368;JERICO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05376;LA CEJA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05380;LA ESTRELLA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05390;LA PINTADA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05400;LA UNION
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05411;LIBORINA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05425;MACEO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05440;MARINILLA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05467;MONTEBELLO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05475;MURINDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05480;MUTATA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05483;NARIÑO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05490;NECOCLI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05495;NECHI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05501;OLAYA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05541;PEÑOL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05543;PEQUE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05576;PUEBLORRICO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05579;PUERTO BERRIO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05585;PUERTO NARE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05591;PUERTO TRIUNFO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05604;REMEDIOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05607;RETIRO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05615;RIONEGRO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05628;SABANALARGA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05631;SABANETA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05642;SALGAR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05647;SAN ANDRES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05649;SAN CARLOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05652;SAN FRANCISCO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05656;SAN JERONIMO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05658;SAN JOSE DE LA MONTAÑA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05659;SAN JUAN DE URABA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05660;SAN LUIS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05664;SAN PEDRO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05665;SAN PEDRO DE URABA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05667;SAN RAFAEL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05670;SAN ROQUE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05674;SAN VICENTE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05679;SANTA BARBARA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05686;SANTA ROSA DE OSOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05690;SANTO DOMINGO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05697;EL SANTUARIO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05736;SEGOVIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05756;SONSON
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05761;SOPETRAN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05789;TAMESIS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05790;TARAZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05792;TARSO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05809;TITIRIBI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05819;TOLEDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05837;TURBO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05842;URAMITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05847;URRAO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05854;VALDIVIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05856;VALPARAISO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05858;VEGACHI
